LEAVING COND WATER TEMP.suministro condensador ch3 (deg F);CONDENSER PRESSURE.presion de Condensador (psi);EVAPORATOR PRESSURE.Presion Evaporador (psi);ENTERING COND WATER TEMP.retorno condensador ch3 (deg F);ENTERING CHW TEMP.retorno ch3 (deg F);LEAVING CHW TEMP.suministro ch3 (deg F);DISCHARGE TEMP.Temperatura Descarga (deg F);OIL SUMP TEMPERATURE.temperatura deposito aceite (deg F);EVAP SATURATION TEMP.Temperatura Saturacion Evaporador (deg F);COND SATURATION TEMP.Temperatura Saturacion Condensacion (deg F);OIL SUMP PRESSURE.Presion deposito aceite (psi);MOTOR CURRENT PCT FLA.% FLA CHILLER (%)
86.8;111.9;37.3;81.8;52.4;43.9;106.3;123.2;42.4;94.0;35.9;46.0
86.5;110.8;37.6;82.0;52.0;44.0;105.6;123.5;42.4;93.4;36.4;41.0
86.5;112.1;37.4;82.0;52.7;44.2;106.2;123.3;42.3;93.9;35.8;37.0
86.5;112.8;37.4;82.0;52.9;44.1;106.3;123.2;42.3;94.4;35.8;35.0
86.5;113.5;36.9;82.0;52.7;44.1;107.4;123.2;42.5;94.1;35.4;35.0
86.5;111.0;37.7;82.0;52.1;44.1;105.9;123.4;42.5;93.9;36.5;35.0
85.9;114.0;37.4;81.8;53.1;44.0;107.1;123.3;42.4;95.2;35.8;44.0
85.7;115.3;37.3;81.8;53.2;43.9;108.1;123.6;42.3;94.7;35.6;46.0
86.7;114.9;37.5;81.8;53.1;44.0;107.7;123.5;42.2;95.3;35.9;54.0
86.7;115.3;37.2;81.8;53.4;44.1;108.4;123.7;42.4;95.2;35.5;56.0
85.7;114.5;37.2;81.8;53.1;44.0;107.8;123.7;42.3;95.2;35.3;61.0
86.1;113.1;37.3;81.8;52.7;44.3;107.5;123.7;42.2;94.5;35.8;61.0
86.1;111.7;37.5;81.8;52.5;44.1;106.1;123.5;42.5;93.9;36.1;62.0
85.0;113.9;37.4;81.8;53.1;44.2;107.2;123.2;42.5;95.1;35.7;62.0
85.0;113.9;37.4;81.8;53.1;44.2;107.7;123.4;42.4;95.0;35.8;63.0
85.0;113.1;37.3;81.8;52.7;44.0;107.0;123.3;42.3;94.4;35.7;62.0
85.7;111.3;37.4;81.6;52.5;44.2;105.9;123.3;42.5;93.6;36.1;62.0
85.7;110.8;37.5;81.6;52.5;44.0;105.7;123.0;42.4;93.4;36.1;63.0
85.7;110.9;37.4;81.6;52.5;43.8;105.6;122.8;42.4;93.8;35.9;63.0
85.7;108.9;37.5;81.6;51.8;43.8;104.7;122.9;42.4;92.3;36.4;62.0
85.7;109.5;37.7;81.6;52.2;44.0;104.1;123.3;42.5;93.5;36.5;64.0
86.0;109.8;37.5;81.5;52.3;43.9;105.0;122.9;42.5;93.0;36.3;64.0
86.0;109.4;37.4;81.5;52.1;43.8;104.5;122.9;42.4;92.7;36.1;63.0
86.0;108.1;37.6;81.5;52.1;43.9;103.9;123.0;42.5;91.7;36.4;36.0
86.0;107.9;37.5;81.5;52.1;44.0;103.6;123.0;42.3;91.9;36.3;38.0
86.4;108.7;37.3;81.5;52.5;44.0;104.0;122.8;42.4;92.1;36.0;37.0
86.3;106.2;37.3;81.4;51.4;44.0;103.3;122.9;42.5;90.8;36.3;40.0
85.2;105.3;37.5;81.4;51.1;44.3;102.6;123.3;42.5;90.5;36.6;39.0
86.2;105.4;37.6;81.4;51.5;44.0;102.4;122.9;42.2;90.5;36.8;38.0
86.2;103.9;37.7;81.4;51.0;44.0;102.0;123.1;42.5;89.9;37.2;41.0
86.2;103.2;37.7;81.4;50.6;43.9;101.6;123.0;42.7;89.3;37.1;42.0
86.8;104.1;37.6;81.6;50.8;44.2;101.8;122.9;42.5;90.6;37.1;43.0
86.5;105.3;37.3;81.6;50.9;43.9;102.5;123.0;42.8;89.8;36.6;44.0
86.3;98.3;40.8;81.6;50.6;48.1;100.8;123.2;48.1;82.3;38.4;41.0
86.3;92.3;41.7;81.6;50.5;46.7;105.5;124.4;44.1;84.4;34.3;44.0
86.3;89.0;44.0;81.6;51.4;46.6;105.6;127.1;43.9;85.9;34.7;46.0
86.2;89.9;44.2;81.6;51.9;46.9;105.1;127.4;49.5;86.9;37.1;46.0
85.8;90.6;42.6;81.6;51.7;47.3;105.4;127.2;48.6;82.1;36.1;46.0
85.8;96.5;41.9;81.6;51.5;48.3;105.1;127.3;46.4;82.7;34.7;48.0
85.7;96.7;43.5;81.6;52.0;48.4;105.5;127.4;46.7;83.3;37.3;49.0
85.4;96.3;44.6;81.6;51.9;47.3;105.5;127.2;45.4;84.5;37.2;49.0
85.8;96.5;45.4;81.1;51.8;47.3;105.6;127.3;45.3;85.0;38.0;49.0
85.6;90.7;44.8;81.1;51.8;46.8;105.1;127.6;44.6;85.9;36.0;49.0
85.7;89.9;44.4;81.1;51.7;46.9;104.8;127.5;49.2;86.4;35.2;49.0
85.5;90.8;40.9;81.1;51.6;47.5;106.4;127.4;48.2;82.3;36.5;50.0
85.5;91.6;42.5;81.1;51.3;48.0;106.5;127.7;47.1;82.3;34.0;51.0
85.5;95.6;42.7;81.1;51.2;47.5;106.5;128.2;46.3;83.1;34.0;53.0
85.6;94.8;43.9;81.1;51.1;46.6;106.6;128.3;44.8;83.5;35.3;53.0
86.0;89.0;43.4;81.1;50.9;46.9;107.7;129.1;44.3;84.6;35.8;53.0
85.8;89.2;41.7;81.1;50.7;47.3;107.4;129.8;46.6;84.6;37.4;54.0
85.7;93.6;39.6;81.1;50.6;48.3;106.9;130.0;45.3;84.0;35.2;54.0
85.7;94.5;39.1;81.2;50.6;48.7;106.8;130.2;44.7;83.4;36.7;54.0
85.9;93.5;44.0;81.2;50.7;48.0;107.4;130.7;44.8;83.5;34.1;53.0
85.8;93.7;41.8;81.2;50.8;47.5;107.2;131.0;45.2;84.4;36.5;54.0
85.8;93.8;41.6;81.2;50.7;47.8;107.0;131.0;45.7;84.1;36.8;56.0
85.8;91.8;40.0;81.2;50.5;48.8;107.8;130.8;48.3;82.9;34.7;57.0
85.7;93.7;39.2;81.4;50.7;48.9;107.2;131.0;49.2;81.8;38.8;56.0
85.7;92.3;40.4;81.4;50.5;47.3;108.0;131.0;45.0;80.6;38.8;56.0
85.7;92.6;41.8;81.4;50.5;47.6;106.9;130.8;45.0;80.8;36.9;56.0
85.7;92.0;42.7;81.4;50.5;48.0;106.6;130.8;46.4;83.5;37.2;58.0
85.7;91.5;39.6;81.4;50.8;48.6;106.4;130.6;48.2;81.8;36.9;33.0
85.8;88.6;39.5;81.5;50.5;48.8;106.8;130.7;48.4;82.7;38.9;37.0
85.8;87.8;44.3;81.5;50.7;48.5;106.7;130.4;48.4;81.6;39.0;44.0
85.8;90.7;40.3;81.5;50.7;47.3;108.1;130.7;48.0;79.9;36.7;45.0
85.8;91.7;41.7;81.5;50.4;47.2;107.0;130.7;47.3;80.1;34.0;47.0
85.8;90.8;42.5;81.5;50.4;47.9;106.0;130.5;46.5;80.4;37.7;46.0
85.7;89.8;43.7;81.6;50.5;47.6;105.7;130.2;49.5;82.2;38.9;47.0
85.7;86.2;42.4;81.6;50.5;47.7;105.8;130.4;46.8;80.0;35.4;49.0
85.7;91.2;39.6;81.6;50.7;47.2;106.2;130.5;45.3;81.4;33.3;48.0
85.7;91.5;39.3;81.6;50.3;46.5;106.0;130.4;44.5;82.1;34.6;49.0
85.7;87.7;44.3;81.6;50.7;46.5;105.9;130.1;44.3;82.8;33.9;51.0
85.2;93.0;44.0;81.4;50.5;46.7;105.3;130.0;44.4;83.0;33.6;51.0
85.2;85.2;43.4;81.4;50.5;49.2;105.8;130.0;48.3;81.0;35.6;52.0
85.2;89.7;40.9;81.4;50.9;48.1;106.9;130.6;48.3;78.5;38.9;52.0
85.2;87.8;44.3;81.4;50.9;46.3;105.0;130.4;48.1;81.7;38.0;39.0
85.2;86.5;43.9;81.4;50.5;46.7;105.1;130.0;48.3;80.8;38.6;36.0
84.7;89.1;38.8;81.3;50.3;48.1;106.8;129.8;47.3;79.1;36.4;36.0
84.7;90.0;43.7;81.3;50.6;46.9;105.6;130.1;45.0;82.3;34.2;37.0
84.7;91.9;39.0;81.3;50.7;46.6;105.1;129.7;44.5;82.1;35.4;35.0
84.7;85.8;44.9;81.3;50.5;46.7;105.3;129.4;44.3;82.6;35.1;35.0
84.7;88.2;39.7;81.3;50.5;49.3;107.1;130.1;49.4;78.4;38.6;34.0
84.2;89.7;43.7;81.1;51.1;47.1;106.4;130.9;45.3;82.6;37.8;33.0
83.5;90.2;44.2;80.8;51.0;46.7;105.9;130.5;47.8;82.8;35.4;33.0
83.3;87.5;44.4;80.6;50.4;46.6;107.1;130.1;49.0;81.1;33.6;32.0
83.3;85.9;43.8;80.6;50.3;48.0;106.4;130.3;46.0;79.7;39.9;32.0
83.3;91.6;39.5;80.6;50.9;46.7;106.4;130.7;44.2;83.4;33.7;33.0
84.2;86.9;43.7;80.6;50.6;46.6;106.0;130.4;44.1;84.0;34.0;33.0
84.3;86.1;43.9;80.6;50.5;47.1;106.0;130.3;44.6;84.5;33.9;32.0
84.1;93.8;42.5;81.0;52.1;47.2;107.0;130.3;44.3;86.4;36.9;32.0
84.1;89.8;44.2;81.0;51.9;47.4;105.7;129.2;49.1;85.9;37.5;33.0
84.1;100.8;38.1;81.0;50.9;44.3;102.3;127.7;42.8;88.3;37.1;32.0
84.1;100.8;37.6;81.0;49.7;43.6;100.7;125.0;42.5;87.9;37.5;31.0
84.1;98.5;37.7;81.0;49.0;44.0;101.0;124.4;42.7;86.6;35.7;32.0
84.6;96.3;37.8;81.0;48.4;44.1;101.3;124.6;42.7;85.9;34.5;33.0
84.6;97.6;36.2;81.0;48.2;45.4;101.6;125.3;44.6;84.8;34.2;33.0
84.6;94.5;36.5;81.0;48.2;46.3;103.2;126.6;46.1;82.9;34.4;34.0
84.6;97.8;39.9;81.0;53.9;45.2;102.8;127.6;44.2;91.8;37.2;32.0
84.6;112.3;37.4;81.0;53.8;44.1;106.2;124.5;42.1;94.3;35.2;33.0
84.7;109.6;37.6;81.1;52.6;44.0;105.5;123.6;42.3;92.6;36.2;33.0
84.7;107.8;37.4;81.1;51.9;44.1;103.7;123.0;42.4;91.7;36.1;33.0
84.7;106.5;37.3;81.1;51.5;43.8;103.2;122.8;42.3;91.1;36.3;33.0
84.7;105.5;37.7;81.1;51.5;44.2;102.3;122.9;42.8;90.6;36.7;33.0
84.7;105.3;37.4;81.1;51.3;44.3;102.2;122.7;42.7;90.6;36.5;32.0
84.7;108.8;37.5;81.2;52.6;43.8;103.8;122.3;42.3;92.7;36.1;33.0
84.7;108.5;37.5;81.2;52.3;43.8;103.8;122.2;42.3;92.2;36.2;32.0
84.7;106.6;37.4;81.2;51.8;44.0;103.1;122.5;42.2;91.1;36.3;33.0
84.7;104.4;37.6;81.2;51.5;44.2;101.9;122.6;42.6;90.0;36.7;31.0
84.7;106.1;37.6;81.2;52.2;44.2;102.5;122.2;42.5;91.2;36.3;30.0
84.8;106.8;37.2;81.0;51.8;44.2;103.2;122.1;42.4;91.2;36.0;31.0
84.8;106.4;37.3;81.0;51.7;44.3;103.1;122.0;42.4;91.1;36.0;32.0
83.8;106.2;37.5;81.0;52.1;44.1;102.7;122.1;42.6;91.1;36.3;38.0
84.9;105.5;37.4;81.0;51.8;44.2;102.6;122.0;42.4;90.7;36.3;47.0
83.8;107.2;37.4;81.0;51.8;44.1;103.2;122.0;42.5;91.3;36.0;50.0
84.6;107.3;37.4;81.0;52.3;44.2;103.4;122.1;42.6;91.7;36.1;52.0
84.6;109.0;37.3;81.0;52.2;44.1;104.2;121.9;42.4;92.5;35.8;53.0
84.6;107.5;37.5;81.0;52.1;44.2;103.5;122.0;42.5;91.6;36.1;53.0
84.6;106.7;37.2;81.0;51.8;44.1;103.2;122.4;42.7;91.1;36.0;52.0
84.6;107.5;37.4;81.0;52.1;44.2;103.4;122.5;42.5;91.7;36.3;55.0
84.8;108.9;37.6;81.0;52.5;44.0;103.8;122.4;42.4;92.8;36.2;53.0
84.9;109.7;37.4;81.0;52.8;44.1;104.9;122.2;42.2;92.9;35.9;51.0
84.9;108.4;37.4;81.0;52.5;44.2;103.9;122.5;42.4;92.2;36.1;53.0
84.8;108.3;37.7;81.0;52.4;44.0;104.3;122.2;42.5;92.3;36.4;54.0
84.8;108.4;37.6;81.0;52.1;44.0;104.3;122.6;42.4;92.1;36.4;55.0
84.7;109.9;37.4;81.0;52.7;44.0;104.6;122.7;42.4;93.2;36.0;54.0
84.7;109.6;37.7;81.0;52.4;44.2;105.0;122.7;42.5;93.0;36.5;54.0
84.8;110.8;37.5;81.0;52.5;43.7;105.3;122.7;42.3;93.1;36.1;53.0
84.7;107.9;37.4;81.0;51.9;44.0;104.0;123.0;42.5;92.0;36.2;52.0
85.0;107.7;37.5;81.0;52.3;44.0;103.6;122.8;42.5;92.2;36.3;52.0
84.9;109.7;37.4;80.6;52.6;44.1;104.6;122.6;42.3;92.8;35.9;51.0
84.4;110.1;37.4;80.6;52.6;44.1;105.0;122.7;42.4;93.0;35.9;51.0
84.4;108.9;37.4;80.6;51.6;44.1;105.0;122.9;42.4;92.3;36.4;49.0
83.0;108.9;37.5;80.6;51.8;44.2;104.6;123.3;42.6;92.9;36.4;49.0
83.0;110.8;37.4;80.6;53.1;43.8;105.8;123.0;42.4;93.2;35.7;50.0
83.1;107.6;37.6;80.5;52.3;44.1;104.1;123.0;42.5;91.7;36.5;47.0
83.1;105.4;37.5;80.5;52.3;43.8;102.5;122.5;42.4;90.2;36.1;46.0
83.1;104.2;37.4;80.5;51.7;44.1;101.2;122.6;42.4;89.8;36.6;45.0
83.1;104.7;37.4;80.5;52.2;44.0;101.8;122.3;42.6;90.0;36.2;44.0
83.1;104.6;37.4;80.5;51.9;44.1;101.6;122.2;42.7;90.6;36.6;45.0
82.5;106.1;37.5;80.2;51.8;44.2;102.5;122.5;42.6;91.3;36.6;43.0
82.5;105.4;37.6;80.2;51.5;44.0;102.6;122.8;42.5;90.5;36.6;42.0
82.5;106.1;37.7;80.2;51.8;44.0;102.5;122.9;42.6;91.2;36.6;40.0
82.5;107.7;37.5;80.2;52.1;44.1;103.5;122.8;42.5;92.0;36.3;40.0
82.5;107.3;37.3;80.2;51.8;43.9;103.6;122.7;42.4;91.4;36.1;51.0
82.6;105.6;37.8;79.7;51.6;44.4;102.7;123.1;42.7;91.2;36.9;52.0
83.6;107.4;37.4;79.7;52.2;44.1;103.5;122.8;42.4;91.7;36.1;51.0
83.6;107.9;37.4;79.7;52.1;44.2;103.7;122.9;42.5;92.0;36.2;53.0
83.6;109.9;37.5;79.7;51.8;44.1;105.1;123.0;42.6;93.1;36.6;54.0
83.6;110.4;37.5;79.7;52.0;44.2;105.2;123.3;42.5;93.3;36.4;54.0
83.1;111.7;37.4;80.0;52.7;44.1;106.1;123.3;42.5;94.2;35.9;54.0
83.1;111.9;37.5;80.0;52.8;44.1;106.3;123.1;42.4;94.0;35.9;55.0
83.1;111.9;37.5;80.0;52.6;44.1;106.1;123.1;42.5;94.4;36.1;55.0
83.1;111.5;37.4;80.0;52.4;44.1;106.1;123.2;42.2;93.6;36.0;56.0
83.1;111.2;37.5;80.0;52.6;44.2;105.4;123.3;42.4;93.7;35.9;57.0
83.3;113.1;37.4;80.1;52.9;44.0;106.9;122.9;42.3;94.5;35.7;57.0
83.3;113.7;37.5;80.1;53.2;44.0;107.3;123.1;42.3;95.0;35.7;57.0
83.3;113.0;37.3;80.1;52.9;44.2;107.0;123.4;42.4;93.8;35.6;57.0
83.3;110.6;37.3;80.1;52.2;44.1;105.7;123.6;42.5;92.9;35.9;56.0
83.3;112.0;37.4;80.1;52.7;44.1;106.3;123.3;42.5;94.4;35.8;57.0
83.3;113.3;37.3;79.9;52.9;44.2;107.3;123.1;42.2;94.6;35.6;56.0
83.3;109.7;37.5;79.9;52.2;44.1;105.8;123.2;42.5;92.6;36.6;57.0
83.3;109.7;37.3;79.9;52.2;44.1;104.9;123.3;42.5;93.0;36.2;57.0
83.3;110.1;37.5;79.9;52.4;44.1;105.0;122.9;42.5;93.0;36.2;59.0
83.3;110.0;37.3;79.9;52.3;43.8;105.2;122.7;42.3;92.9;35.9;58.0
83.0;108.6;37.4;79.8;51.9;44.0;104.3;122.9;42.4;92.3;36.4;58.0
83.0;107.6;37.4;79.8;51.6;43.9;103.5;123.2;42.3;91.7;36.5;57.0
83.0;108.3;37.6;79.8;52.1;44.1;103.8;123.3;42.5;92.1;36.4;57.0
83.0;108.6;37.6;79.8;52.1;44.2;104.2;122.9;42.5;92.3;36.5;58.0
83.0;107.8;37.3;79.8;51.6;44.0;103.8;122.8;42.4;91.6;36.3;58.0
82.7;106.9;37.4;79.7;51.4;44.1;103.4;123.3;42.5;91.4;36.5;58.0
82.7;107.0;37.3;79.7;51.4;44.1;103.5;123.3;42.6;91.5;36.4;58.0
82.7;107.0;37.4;79.7;51.2;43.9;103.5;123.4;42.4;91.4;36.6;58.0
82.7;106.5;37.7;79.7;51.4;44.3;103.3;123.6;42.8;91.2;36.9;59.0
82.7;107.2;37.6;79.7;51.6;43.9;103.2;123.4;42.7;91.5;36.8;58.0
82.7;107.4;37.2;79.7;51.4;43.8;103.6;123.2;42.4;91.5;36.3;59.0
82.7;106.4;37.5;79.7;51.3;44.2;103.1;123.4;42.3;90.0;36.8;59.0
82.7;104.5;37.7;79.7;50.8;44.3;102.4;123.4;42.2;90.5;37.1;57.0
82.7;106.1;37.6;79.7;51.3;44.1;102.7;123.3;42.5;90.8;36.9;55.0
82.7;98.4;40.2;79.7;50.5;46.9;101.7;123.6;45.2;85.9;37.9;56.0
82.4;94.0;41.1;79.7;50.3;47.2;101.8;124.7;46.0;84.0;36.7;56.0
82.3;93.4;42.7;79.7;50.9;48.3;103.3;125.1;46.3;83.5;35.7;55.0
82.3;97.2;39.7;79.7;51.6;47.1;105.7;126.5;45.2;86.1;38.4;55.0
82.3;92.4;44.4;79.7;51.1;46.7;106.6;127.4;44.6;85.3;36.9;54.0
82.3;91.0;44.6;79.7;51.3;47.1;106.2;128.5;44.8;86.5;35.6;53.0
82.4;91.3;43.8;79.7;51.8;47.3;105.5;128.4;49.1;87.1;35.6;52.0
82.5;92.4;42.2;79.7;51.8;48.7;106.7;128.3;48.2;83.1;35.9;47.0
82.3;98.8;42.3;79.7;51.9;47.9;106.9;127.8;47.1;83.4;37.1;43.0
82.2;96.6;44.1;79.7;51.7;47.4;106.6;127.7;45.6;84.9;36.0;41.0
82.4;97.8;40.2;79.7;51.7;46.9;106.4;128.3;45.0;85.5;37.5;37.0
82.2;92.2;45.0;79.5;51.6;47.0;105.9;128.4;44.8;86.4;36.9;38.0
82.2;91.2;43.9;79.5;51.6;47.1;106.0;128.3;49.3;86.8;35.5;41.0
82.3;91.6;42.3;79.5;51.5;47.3;106.9;128.3;48.2;82.5;36.8;37.0
82.2;92.1;40.9;79.5;50.9;47.6;107.2;128.5;46.8;82.6;34.1;35.0
82.3;93.8;40.0;79.5;50.9;47.2;107.4;129.0;45.6;82.9;34.1;34.0
82.1;92.4;44.3;79.7;50.8;46.8;107.5;129.7;45.1;84.0;36.4;32.0
82.4;90.4;44.1;79.7;50.7;46.6;107.3;130.4;44.6;84.7;34.9;29.0
82.3;88.8;43.3;79.7;50.9;47.6;107.8;130.7;45.2;85.2;34.4;29.0
82.2;91.3;40.9;79.7;50.6;48.1;108.3;131.0;46.2;85.0;33.9;33.0
82.1;93.4;39.8;79.7;50.6;47.2;107.8;130.8;46.1;83.0;34.1;30.0
82.1;94.8;43.8;79.6;50.6;48.4;107.2;130.7;44.7;84.6;35.1;33.0
82.2;95.6;44.4;79.6;50.8;46.7;107.3;131.0;44.5;84.8;36.2;33.0
82.2;90.3;43.3;79.6;50.6;46.8;107.9;131.2;44.2;85.4;34.9;35.0
82.2;89.1;42.8;79.6;50.7;49.6;108.0;131.2;49.3;82.4;36.5;32.0
82.1;91.5;43.2;79.6;51.1;47.2;110.5;132.4;46.9;82.7;39.1;32.0
82.1;93.0;44.1;79.5;50.8;46.7;107.6;132.3;48.2;84.5;38.0;33.0
82.1;90.7;39.5;79.5;50.4;48.8;108.1;131.7;48.7;83.3;39.2;33.0
82.1;96.6;39.9;79.5;50.7;48.9;107.9;131.5;49.1;82.3;38.9;56.0
82.1;90.3;40.7;79.5;50.7;48.7;108.1;131.2;48.5;82.1;37.5;57.0
82.1;93.2;41.7;79.5;50.8;47.5;108.4;131.0;44.7;84.7;38.1;57.0
82.3;93.8;39.9;79.3;51.2;49.5;109.8;132.0;49.6;82.6;39.2;58.0
82.3;96.9;40.3;79.3;51.3;48.6;108.1;131.9;44.5;82.6;38.4;56.0
82.3;96.0;41.4;79.3;50.9;48.3;107.9;131.3;45.0;84.0;36.9;55.0
82.3;89.3;42.3;79.3;51.3;48.5;110.6;131.8;46.2;82.6;33.6;55.0
82.3;95.2;43.9;79.3;51.5;47.3;107.5;131.8;45.5;84.0;36.2;56.0
82.8;92.8;44.5;79.6;50.9;46.7;107.6;131.1;44.7;84.5;36.0;55.0
82.8;90.4;44.3;79.6;50.7;46.5;107.9;131.0;44.2;85.5;39.6;55.0
81.6;89.6;43.8;79.6;50.7;47.0;108.1;131.0;49.2;85.9;39.3;54.0
81.6;90.3;42.5;79.6;50.9;50.1;108.1;131.0;45.0;82.4;36.9;54.0
82.8;92.8;41.6;79.6;51.1;47.5;109.2;131.9;47.3;84.1;38.1;54.0
82.1;92.4;44.2;79.4;51.0;48.8;107.2;131.7;48.2;84.1;37.9;53.0
82.1;93.2;39.6;79.4;50.9;48.1;108.6;131.1;47.1;81.7;39.0;51.0
82.4;94.4;42.2;79.4;50.7;48.1;108.0;131.4;46.5;82.3;33.6;45.0
82.3;92.4;44.2;79.4;50.8;47.5;108.0;131.2;44.5;84.3;34.1;35.0
82.3;89.1;43.8;79.4;50.8;47.5;108.0;131.4;48.5;85.0;38.5;29.0
82.3;91.0;42.3;79.7;50.9;47.2;108.3;131.2;48.7;81.6;36.2;29.0
82.5;94.4;42.1;79.7;50.7;47.2;108.5;131.2;45.2;84.1;34.4;30.0
82.5;94.6;44.0;79.7;50.9;46.9;108.0;131.5;45.0;84.1;34.1;30.0
82.1;89.7;44.6;79.7;50.7;46.8;107.2;131.2;44.2;84.3;35.7;38.0
83.2;88.2;43.8;79.7;50.6;46.5;107.1;131.3;43.9;85.0;34.2;41.0
82.1;94.2;42.7;79.7;50.7;48.5;107.6;131.2;45.8;84.0;36.2;48.0
82.2;92.3;40.0;79.7;51.1;49.0;109.0;131.7;48.4;82.9;35.1;51.0
82.2;92.1;39.5;79.7;50.9;47.8;108.7;131.9;45.1;82.6;37.4;54.0
82.2;91.0;40.2;79.7;51.1;49.3;109.3;132.7;46.0;83.3;35.7;54.0
82.2;94.3;43.3;79.7;51.4;48.8;106.8;132.2;46.0;84.6;36.2;55.0
81.9;92.1;42.9;79.7;52.1;48.3;104.9;129.9;46.7;86.9;36.3;55.0
83.2;101.3;38.3;79.7;51.1;44.5;102.2;127.7;43.2;88.7;37.0;55.0
83.2;101.0;37.7;79.7;49.2;43.8;100.9;124.9;42.5;87.9;37.4;56.0
83.2;98.9;37.5;79.7;48.6;44.0;101.4;124.3;43.0;86.6;35.3;57.0
83.2;94.3;40.0;79.7;48.7;45.7;101.6;124.9;45.6;82.1;36.9;58.0
82.4;94.4;40.2;79.6;48.6;45.8;103.8;126.2;43.7;81.8;34.0;58.0
82.4;92.7;41.1;79.6;48.6;44.7;104.1;127.7;45.4;84.0;35.1;58.0
82.4;100.4;40.8;79.6;50.7;45.2;102.5;128.3;43.8;92.1;36.6;57.0
82.4;112.9;37.7;79.6;53.2;44.1;106.6;124.4;42.2;94.6;35.8;58.0
82.4;111.2;37.5;79.6;52.1;44.1;106.2;123.6;42.4;93.1;36.0;58.0
82.5;107.8;37.3;79.6;51.6;44.0;104.1;123.3;42.4;91.9;36.3;58.0
81.5;107.8;37.4;79.6;51.7;44.2;104.1;123.1;42.5;92.0;36.5;57.0
81.5;109.2;37.7;79.6;52.6;44.0;104.4;123.0;42.6;93.3;36.6;58.0
81.5;110.5;37.5;79.6;51.9;44.0;105.1;122.8;42.4;93.0;36.2;59.0
81.5;108.6;37.3;79.6;51.5;43.9;104.4;123.0;42.4;92.2;36.3;60.0
81.7;107.7;37.5;79.2;51.6;44.0;103.8;123.1;42.4;91.7;36.5;59.0
81.7;107.6;37.5;79.2;51.5;43.9;103.6;123.3;42.4;91.7;36.5;59.0
81.7;107.7;37.5;79.2;51.6;44.1;103.6;123.1;42.5;91.8;36.6;59.0
81.7;107.8;37.5;79.2;51.9;44.2;103.7;122.9;42.7;92.1;36.5;59.0
81.7;108.4;37.6;79.2;52.0;44.1;104.1;122.7;42.5;92.1;36.3;59.0
82.0;108.5;37.6;79.2;52.2;44.0;103.8;122.7;42.5;92.2;36.3;58.0
82.0;107.9;37.5;79.2;51.4;44.0;103.9;122.7;42.4;91.9;36.6;58.0
82.0;108.3;37.6;79.2;52.3;44.1;103.9;122.9;42.8;92.4;36.4;58.0
82.0;110.8;37.6;79.2;52.4;44.0;105.2;122.6;42.4;93.4;36.2;58.0
83.1;110.8;37.4;79.2;52.2;44.0;105.0;122.7;42.3;93.3;36.0;58.0
82.6;112.1;37.4;79.5;51.5;43.6;105.6;123.1;42.4;94.0;36.9;58.0
82.5;114.1;37.3;79.5;52.6;44.2;107.0;123.2;42.3;93.7;36.0;56.0
82.4;110.7;37.5;79.5;52.7;44.0;105.6;122.8;42.6;93.3;36.0;57.0
82.5;110.6;37.6;79.5;52.5;44.1;105.1;122.9;42.5;93.7;36.3;56.0
82.5;112.1;37.5;79.5;52.7;44.1;106.0;122.7;42.5;94.1;36.0;56.0
82.7;112.5;37.3;79.7;52.3;43.9;106.7;122.9;42.2;94.3;35.9;53.0
82.6;112.7;37.4;79.7;52.6;44.1;106.5;123.1;42.5;94.4;36.0;54.0
82.6;112.5;37.3;79.7;52.6;44.2;106.7;123.2;42.3;94.3;35.8;55.0
82.5;112.9;37.3;79.7;52.8;43.9;106.9;123.2;42.3;94.4;35.8;54.0
83.6;112.7;37.4;79.7;52.6;43.9;106.6;123.1;42.3;94.3;35.8;54.0
82.8;113.2;37.4;79.9;52.5;44.0;106.5;123.2;42.4;94.6;35.9;41.0
82.6;113.1;37.3;79.9;52.4;44.3;107.0;123.4;42.3;94.5;35.8;42.0
82.7;114.1;37.0;79.9;52.3;44.1;107.8;123.4;42.6;94.0;35.5;43.0
82.7;113.0;37.5;79.9;52.9;44.2;106.8;123.4;42.4;94.8;35.8;40.0
82.7;113.1;37.3;79.9;52.7;44.1;107.1;123.2;42.3;94.8;35.7;43.0
82.8;113.8;37.1;80.0;52.2;44.1;107.5;123.4;42.5;94.3;35.7;45.0
82.8;112.6;37.5;80.0;52.7;44.2;106.6;123.7;42.3;95.0;36.1;45.0
82.6;115.3;37.3;80.0;53.1;44.0;108.0;123.4;42.3;95.7;35.7;45.0
83.6;115.6;37.4;80.0;52.8;43.8;108.4;123.7;42.1;95.7;35.7;46.0
83.6;111.3;37.6;80.0;52.5;44.1;106.2;123.9;42.5;94.2;36.5;46.0
83.9;112.5;37.5;79.8;52.8;44.0;106.3;124.1;42.4;95.1;36.0;47.0
83.7;114.1;37.5;79.8;52.8;43.9;107.3;123.8;42.4;95.2;35.9;48.0
83.5;113.9;37.4;79.8;52.1;44.2;107.5;123.7;42.3;94.5;36.0;47.0
83.5;113.0;37.1;79.8;52.4;44.0;107.1;123.8;42.5;94.3;35.7;48.0
83.4;111.9;37.3;79.8;52.2;44.2;106.4;123.8;42.5;93.6;36.0;50.0
83.5;112.0;37.4;79.8;52.4;44.2;106.5;123.7;42.6;94.0;36.1;52.0
