LEAVING COND WATER TEMP.suministro condensador ch3 (deg F);CONDENSER PRESSURE.presion de Condensador (psi);EVAPORATOR PRESSURE.Presion Evaporador (psi);ENTERING COND WATER TEMP.retorno condensador ch3 (deg F);ENTERING CHW TEMP.retorno ch3 (deg F);LEAVING CHW TEMP.suministro ch3 (deg F);DISCHARGE TEMP.Temperatura Descarga (deg F);OIL SUMP TEMPERATURE.temperatura deposito aceite (deg F);EVAP SATURATION TEMP.Temperatura Saturacion Evaporador (deg F);COND SATURATION TEMP.Temperatura Saturacion Condensacion (deg F);OIL SUMP PRESSURE.Presion deposito aceite (psi);MOTOR CURRENT PCT FLA.% FLA CHILLER (%)
94.3;86.6;46.9;85.0;51.1;49.0;109.3;134.1;49.4;79.5;38.3;89.0
94.3;91.6;38.9;85.0;51.1;49.0;109.0;134.7;44.5;82.4;34.0;90.0
94.3;91.0;38.6;85.0;51.1;48.1;110.4;134.6;46.9;81.1;37.2;91.0
94.2;86.4;43.9;84.9;51.0;49.2;109.3;134.8;48.1;82.3;36.3;90.0
94.2;90.6;42.0;84.9;51.1;48.0;109.7;134.7;50.2;82.3;37.1;90.0
94.2;86.7;43.3;84.9;51.2;50.1;109.3;135.1;44.4;82.2;36.7;90.0
94.2;90.5;44.0;84.9;51.2;48.0;109.6;135.0;51.3;80.5;38.6;90.0
94.2;91.8;39.5;84.9;51.1;48.7;109.4;135.0;43.6;82.7;36.9;90.0
93.9;86.0;46.0;84.9;51.2;48.9;109.9;135.0;47.2;80.1;39.2;91.0
93.9;85.8;44.6;84.9;50.9;49.7;109.3;135.0;48.8;82.1;35.6;93.0
93.9;90.2;43.2;84.9;51.2;48.2;109.2;134.6;44.2;82.7;38.2;96.0
93.9;91.7;40.2;84.9;51.4;48.9;108.8;134.7;46.6;81.4;34.5;97.0
93.9;88.3;39.5;84.9;51.2;47.0;107.2;133.4;48.7;85.3;39.0;96.0
93.7;94.4;44.8;84.7;52.1;47.1;103.6;130.3;48.8;85.3;37.9;95.0
93.7;100.4;37.9;84.7;50.8;44.3;101.4;127.8;42.9;88.1;37.1;95.0
93.7;100.0;37.6;84.7;49.1;44.0;101.3;125.2;42.5;87.5;35.9;95.0
93.7;97.4;37.7;84.7;48.6;44.0;101.5;124.7;42.7;86.2;34.7;96.0
93.7;95.4;37.9;84.7;48.1;44.0;101.9;125.2;42.9;84.8;33.6;96.0
93.4;93.6;37.9;84.6;47.6;44.5;101.3;126.2;41.7;82.3;33.8;96.0
93.4;93.7;39.0;84.6;47.8;45.4;103.8;127.1;43.5;82.5;33.3;96.0
93.4;90.2;37.4;84.6;53.0;45.5;104.4;128.8;43.3;89.3;34.8;96.0
93.4;105.4;37.7;84.6;50.8;44.1;102.3;125.4;42.4;89.5;36.9;96.0
93.4;100.4;37.6;84.6;49.6;43.8;100.8;124.0;42.4;87.8;37.5;94.0
93.7;99.1;37.6;84.5;49.4;44.0;100.9;123.7;42.5;87.2;35.8;90.0
93.7;99.5;37.7;84.5;49.4;44.0;100.7;124.0;42.5;87.3;35.8;91.0
93.7;98.2;37.6;84.5;49.5;44.0;100.6;124.0;42.7;86.7;35.6;93.0
93.7;97.0;38.1;84.5;49.3;44.1;101.3;124.1;42.7;86.3;36.9;93.0
93.7;98.0;37.7;84.5;49.3;44.2;101.1;124.3;42.9;86.9;35.9;94.0
93.5;99.5;37.4;84.3;50.0;44.2;100.8;124.1;43.0;88.8;36.2;95.0
93.5;109.8;38.5;84.3;55.5;45.3;103.9;122.8;43.5;94.4;36.9;95.0
93.5;114.3;38.4;84.3;54.5;45.0;107.5;122.7;43.2;95.4;36.2;95.0
93.5;114.4;37.4;84.3;53.5;44.2;107.8;123.2;42.3;95.2;35.2;95.0
93.5;114.0;37.4;84.3;53.4;44.0;107.3;123.3;42.1;94.8;35.3;94.0
94.2;111.1;37.3;84.6;52.9;44.0;105.9;123.3;42.3;93.0;35.4;94.0
94.2;107.6;37.3;84.6;52.3;44.2;104.0;122.8;42.5;91.3;35.8;93.0
94.2;107.2;37.3;84.6;52.4;43.9;103.2;122.2;42.4;91.4;36.0;92.0
94.2;108.9;37.2;84.6;52.6;44.1;104.4;122.1;42.4;92.5;35.7;91.0
94.2;108.9;37.6;84.6;52.9;44.2;104.1;122.1;42.4;92.7;35.9;91.0
94.4;110.6;37.5;84.7;53.1;44.2;105.1;122.1;42.5;93.8;35.8;91.0
94.4;112.7;37.3;84.7;53.0;43.9;106.4;122.5;42.1;94.4;35.3;91.0
94.4;111.2;37.2;84.7;52.7;43.9;105.9;122.8;42.2;93.2;35.4;91.0
94.4;111.0;37.4;84.7;52.8;44.1;105.6;122.6;42.4;93.7;35.8;90.0
94.4;112.5;37.4;84.7;53.0;44.0;106.2;122.7;42.3;94.3;35.7;89.0
94.4;112.1;37.4;84.8;53.1;43.9;106.3;122.9;42.1;94.2;35.5;86.0
94.4;112.9;37.0;84.8;53.2;44.2;106.9;123.3;42.4;94.0;35.3;86.0
94.4;112.3;37.3;84.8;53.2;44.1;106.7;123.0;42.4;94.0;35.8;86.0
94.4;111.9;37.0;84.8;52.8;44.1;106.5;123.0;42.4;93.6;35.4;86.0
94.4;112.0;37.5;84.8;53.4;44.1;106.0;122.9;42.2;94.7;35.7;87.0
94.1;114.1;37.3;84.6;53.4;44.0;107.5;123.4;42.2;95.2;35.3;87.0
94.1;113.6;37.4;84.6;52.8;44.3;107.6;123.5;42.4;94.3;35.8;88.0
94.1;113.1;37.5;84.6;53.0;44.1;107.0;123.4;42.4;94.5;35.8;88.0
94.1;114.8;37.2;84.6;53.8;44.2;108.0;123.4;42.4;95.6;35.4;87.0
94.1;115.6;37.3;84.6;53.8;44.3;108.5;123.8;42.4;96.1;35.4;84.0
94.3;115.7;37.3;84.7;53.7;44.2;108.4;124.0;42.3;95.7;35.2;85.0
94.3;113.7;37.3;84.7;53.8;44.2;107.3;123.9;42.3;95.2;35.6;84.0
94.3;114.5;37.1;84.7;53.5;44.0;108.2;124.1;42.1;95.2;35.0;81.0
94.3;114.2;37.4;84.7;53.7;44.1;107.4;124.0;42.3;95.1;35.5;82.0
94.3;114.1;37.1;84.7;53.4;44.0;107.8;123.9;42.2;95.3;35.2;83.0
93.7;114.2;37.2;84.4;53.0;44.0;107.7;123.9;42.1;95.1;35.3;84.0
93.7;111.8;37.3;84.4;52.7;44.0;106.5;123.7;42.2;93.8;35.9;84.0
93.7;111.8;37.4;84.4;52.8;44.1;106.1;123.3;42.4;94.0;36.0;82.0
93.7;114.0;37.4;84.4;52.9;44.0;107.0;123.2;42.1;95.1;35.7;82.0
93.7;112.7;37.4;84.4;53.2;44.1;106.9;123.4;42.5;94.0;35.7;83.0
93.6;113.9;37.1;84.5;52.6;44.0;107.4;123.4;42.2;94.6;35.4;83.0
93.6;112.4;37.4;84.5;52.9;44.1;106.8;123.5;42.3;94.4;35.8;84.0
93.6;110.5;37.2;84.5;52.9;44.1;106.0;123.2;42.4;92.6;35.9;86.0
93.6;110.5;37.3;84.5;52.9;44.1;105.5;122.9;42.4;93.1;35.8;88.0
93.6;112.1;37.4;84.5;53.2;44.1;106.3;122.9;42.3;94.2;35.8;89.0
93.1;112.7;37.2;84.2;52.7;44.0;106.6;123.3;42.0;93.2;35.4;89.0
93.1;110.0;37.4;84.2;52.4;44.0;105.3;123.2;42.3;93.0;35.9;89.0
93.1;110.2;37.5;84.2;53.1;44.0;105.1;123.0;42.3;93.4;35.8;88.0
93.1;111.6;37.0;84.2;52.9;44.1;106.3;122.8;42.3;93.7;35.7;88.0
93.1;111.1;37.3;84.2;52.9;44.0;106.2;122.9;42.1;93.4;35.7;88.0
93.0;109.8;37.4;84.1;52.7;44.2;105.1;122.8;42.4;93.0;36.0;87.0
93.0;110.7;37.4;84.1;52.7;44.0;105.6;122.7;42.3;93.3;35.8;88.0
93.0;110.8;37.6;84.1;52.6;44.1;105.4;122.8;42.4;93.8;36.2;88.0
93.0;112.9;37.4;84.1;53.0;44.1;106.4;122.8;42.4;94.3;35.8;88.0
93.0;112.6;37.4;84.1;53.5;44.2;106.7;123.1;42.3;94.8;35.5;88.0
92.4;112.4;37.3;84.1;53.0;44.1;106.3;123.4;42.4;94.1;35.6;89.0
92.4;111.0;37.4;84.1;52.5;44.1;106.3;123.1;42.3;93.5;36.0;87.0
92.4;112.4;37.4;84.1;53.0;44.0;106.3;123.0;42.3;94.2;35.8;87.0
92.4;115.2;37.4;84.1;53.9;44.2;107.9;123.3;42.4;95.9;35.3;87.0
92.4;115.3;37.6;84.1;54.1;44.4;108.6;123.7;42.5;95.8;35.5;87.0
92.4;115.4;37.4;83.9;53.9;44.3;108.6;123.9;42.4;95.9;35.5;86.0
92.4;114.0;37.4;83.9;53.5;44.2;107.7;124.0;42.3;95.1;35.5;83.0
92.4;113.5;37.3;83.9;53.7;44.3;107.4;123.8;42.3;95.5;35.6;83.0
92.4;115.6;37.4;83.9;54.2;44.3;108.5;123.9;42.5;95.8;35.3;83.0
92.4;115.5;37.3;83.9;53.8;44.2;108.5;124.1;42.4;95.8;35.1;83.0
92.8;114.0;37.1;83.7;52.6;44.0;107.8;124.1;42.2;94.4;35.3;83.0
92.8;110.8;37.5;83.7;52.8;44.1;105.5;123.7;42.5;93.4;36.1;82.0
92.8;109.8;37.6;83.7;52.4;44.1;105.2;123.1;42.4;92.8;36.1;81.0
92.8;111.5;37.4;83.7;52.7;44.0;105.8;122.7;42.3;93.9;35.8;78.0
92.8;110.4;37.5;83.7;53.1;44.3;105.3;122.8;42.5;93.4;36.1;80.0
93.0;109.4;37.5;84.0;52.1;44.2;105.5;122.7;42.4;92.5;36.4;81.0
93.0;108.2;37.4;84.0;51.8;44.0;104.2;122.9;42.3;92.1;36.3;81.0
93.0;107.4;37.4;84.0;51.8;44.1;103.6;123.1;42.3;91.6;36.5;81.0
93.0;107.6;37.5;84.0;52.1;44.1;103.7;122.9;42.4;91.8;36.3;80.0
93.0;108.2;37.3;84.0;51.8;44.0;104.0;122.8;42.4;92.2;36.3;79.0
93.0;107.8;37.4;84.0;51.6;43.9;104.0;123.1;42.4;91.8;36.4;77.0
93.0;107.7;37.3;84.0;51.4;44.0;103.9;123.3;42.3;91.7;36.4;78.0
93.0;108.6;37.5;84.0;51.6;44.0;104.1;123.5;42.5;92.2;36.6;78.0
93.0;100.6;40.3;84.0;50.6;46.6;102.9;123.8;45.3;86.8;38.2;81.0
93.0;97.3;42.6;84.0;50.9;48.4;103.4;124.8;45.3;85.1;36.8;82.0
92.7;96.2;40.2;83.9;52.2;48.5;107.4;127.6;46.9;87.1;36.4;83.0
92.7;99.6;41.5;83.9;51.5;47.0;103.8;127.4;47.4;87.9;36.9;83.0
92.7;99.4;39.4;83.9;51.2;46.4;103.8;126.4;46.3;86.8;37.1;82.0
92.7;96.6;40.7;83.9;51.7;46.8;103.2;126.0;44.7;87.8;36.9;81.0
92.7;98.9;42.3;83.9;51.6;46.7;103.0;125.4;46.9;85.2;36.8;81.0
92.4;96.1;40.1;83.7;51.6;46.8;103.7;125.5;45.0;86.7;36.6;81.0
92.4;99.0;40.2;83.7;51.4;47.4;104.9;126.1;46.0;87.4;37.6;82.0
92.4;100.0;40.9;83.7;51.5;46.6;103.7;126.4;44.3;88.2;36.9;82.0
92.4;99.8;39.5;83.7;51.4;47.8;103.1;125.7;45.0;85.4;37.7;82.0
92.4;95.9;40.5;83.7;51.4;48.6;105.1;125.8;48.1;86.3;38.5;82.0
91.8;93.7;41.3;83.5;51.4;48.1;106.7;126.9;46.4;83.2;35.3;81.0
91.8;96.0;43.0;83.5;51.1;47.6;106.5;127.7;46.3;83.7;36.5;80.0
91.8;92.3;39.6;83.5;50.6;48.8;106.1;129.6;48.7;82.1;39.3;79.0
91.8;87.0;42.6;83.5;50.6;47.3;106.3;129.9;45.3;81.1;34.6;79.0
91.8;88.5;39.9;83.5;51.0;49.6;107.0;130.3;49.7;78.5;39.5;76.0
91.8;88.8;43.0;83.5;50.8;46.8;106.4;130.6;44.8;82.3;35.9;77.0
91.8;87.6;44.3;83.5;50.6;47.2;105.1;130.3;44.4;82.3;34.7;77.0
91.8;88.9;40.0;83.5;50.7;48.7;106.1;130.3;44.7;80.6;33.7;77.0
91.8;91.5;39.6;83.5;50.8;49.3;105.1;130.0;45.3;82.1;34.4;77.0
91.8;91.5;42.1;83.5;50.6;48.2;105.0;129.6;45.0;83.1;36.4;77.0
91.9;88.8;39.9;83.3;50.6;48.8;106.0;129.5;48.2;81.0;39.8;77.0
91.9;85.5;41.5;83.3;50.6;48.0;107.5;130.0;44.4;81.6;34.3;77.0
91.9;89.0;39.8;83.3;50.9;48.6;106.6;130.7;47.4;81.2;34.4;77.0
91.9;91.6;39.5;83.3;50.8;48.4;105.3;130.2;48.1;82.2;38.7;77.0
91.9;91.7;38.7;83.3;50.4;48.0;105.5;129.7;46.9;78.8;37.8;77.0
92.0;84.5;44.5;83.5;50.9;47.4;106.5;130.5;48.3;82.1;39.2;77.0
92.0;85.7;43.9;83.5;50.8;47.0;105.1;130.2;48.7;80.1;39.9;77.0
92.0;92.3;40.1;83.5;50.3;48.8;105.5;129.4;47.3;79.6;36.7;77.0
92.0;89.3;45.2;83.5;50.4;49.4;106.3;129.7;44.1;81.1;33.8;77.0
92.0;84.5;44.2;83.5;50.8;47.9;107.2;130.6;44.5;80.8;38.4;77.0
92.2;84.3;44.0;83.4;50.6;48.8;105.4;130.8;49.5;81.2;35.5;77.0
92.2;90.6;40.3;83.4;50.9;49.1;105.2;130.3;49.4;80.8;40.9;78.0
92.2;90.7;46.7;83.4;50.9;49.5;106.6;130.3;43.4;81.6;34.7;80.0
92.2;89.8;41.5;83.4;51.1;48.1;108.1;131.0;45.2;80.3;34.4;83.0
92.2;92.6;42.2;83.4;50.8;47.9;106.0;130.3;46.1;81.4;33.9;83.0
91.9;91.0;43.5;83.4;50.5;46.9;106.7;129.7;47.0;82.7;38.4;83.0
91.9;89.0;44.4;83.4;50.5;48.7;106.0;129.7;48.1;82.1;39.4;83.0
91.9;87.2;40.2;83.4;50.5;49.6;106.2;129.4;49.9;79.3;40.9;83.0
91.9;87.4;43.3;83.4;50.7;48.3;106.8;130.2;47.3;80.2;33.5;81.0
91.9;93.6;41.0;83.4;51.2;46.9;105.6;129.5;45.0;85.8;34.3;77.0
91.5;99.3;39.2;83.4;52.1;46.6;101.8;127.2;44.8;85.3;37.0;79.0
91.5;100.7;38.2;83.4;51.0;44.4;100.8;124.9;42.9;88.1;37.2;78.0
91.5;100.4;37.4;83.4;49.8;43.9;100.8;123.7;42.5;87.2;36.3;78.0
91.5;97.7;37.7;83.4;48.9;43.9;100.9;123.4;42.6;86.2;34.9;79.0
91.5;96.3;37.6;83.4;48.5;44.1;101.1;124.3;42.9;85.2;34.3;79.0
91.4;94.9;37.7;83.2;47.9;44.0;100.7;125.1;42.7;84.5;34.3;78.0
91.4;93.8;38.2;83.2;47.7;43.5;101.3;125.9;41.6;84.5;33.7;77.0
91.4;97.8;41.3;83.2;49.9;46.0;102.7;126.8;43.9;91.7;35.6;75.0
91.4;111.3;37.4;83.2;53.4;44.1;105.7;123.9;42.3;93.8;35.5;73.0
91.4;109.5;37.4;83.2;52.4;43.9;104.9;122.9;42.3;92.4;36.2;72.0
91.1;107.7;37.3;83.1;51.6;44.0;103.7;122.7;42.4;91.6;36.2;72.0
91.1;110.8;37.4;83.1;52.7;44.0;105.2;122.3;42.3;93.4;35.8;73.0
91.1;109.5;37.0;83.1;51.8;43.9;105.1;122.4;42.4;91.8;35.6;72.0
91.1;106.9;37.2;83.1;50.9;43.9;103.5;123.1;42.4;91.1;36.3;73.0
91.1;106.4;37.6;83.1;51.0;44.5;103.2;123.5;43.2;90.7;36.7;72.0
92.0;108.8;37.5;83.2;51.8;44.0;103.8;123.0;42.4;92.4;36.4;71.0
92.0;111.4;37.3;83.2;52.4;43.9;105.4;122.7;42.2;93.6;35.9;69.0
92.0;109.5;37.4;83.2;51.6;44.2;104.9;122.8;42.6;92.8;36.4;70.0
92.0;109.5;37.4;83.2;51.5;43.9;104.8;122.8;42.3;92.3;36.4;70.0
92.0;108.8;37.6;83.2;51.8;44.0;104.1;123.2;42.4;92.8;36.5;70.0
91.8;110.8;37.5;83.3;52.1;44.1;105.1;122.9;42.4;93.5;36.4;70.0
91.8;111.2;37.5;83.3;52.2;44.1;105.6;122.8;42.4;93.6;36.2;70.0
91.8;111.9;37.4;83.3;52.2;43.9;105.7;122.9;42.2;93.7;36.1;71.0
91.8;110.8;37.4;83.3;51.8;44.2;105.5;123.3;42.6;93.7;36.2;69.0
91.8;114.1;37.5;83.3;52.9;44.2;107.0;122.8;42.4;95.5;35.9;70.0
91.5;114.1;37.5;83.3;52.7;44.2;107.3;123.2;42.4;95.3;35.8;69.0
91.5;111.8;37.5;83.3;52.4;44.1;106.2;123.0;42.3;93.7;36.0;70.0
91.5;110.7;37.4;83.3;51.9;44.2;105.5;123.2;42.6;93.1;36.2;71.0
91.5;109.9;37.5;83.3;52.0;44.0;104.9;123.2;42.4;92.9;36.2;72.0
91.5;111.5;37.6;83.3;52.6;44.1;105.6;122.9;42.4;93.9;36.0;73.0
90.5;112.2;37.5;82.9;52.6;44.2;106.6;122.6;42.5;94.0;35.8;72.0
90.5;110.1;37.5;82.9;52.1;44.2;105.5;122.7;42.4;93.3;36.4;73.0
90.5;110.9;37.4;82.9;52.4;44.0;105.5;123.0;42.5;93.4;36.1;73.0
90.5;112.2;37.4;82.9;52.9;44.0;106.1;122.8;42.3;94.3;35.9;73.0
90.5;112.9;37.1;82.9;53.1;44.0;106.8;122.9;42.2;94.5;35.4;73.0
90.5;113.5;37.4;82.8;52.9;44.1;106.8;123.2;42.3;94.8;35.8;73.0
90.5;111.8;37.3;82.8;52.6;44.0;106.1;123.2;42.2;93.7;35.8;73.0
90.5;111.3;37.4;82.8;52.7;43.9;105.7;123.0;42.1;93.3;35.8;72.0
90.5;110.3;37.3;82.8;52.5;44.1;105.2;122.8;42.4;93.2;35.9;73.0
90.5;111.4;37.2;82.8;52.8;44.0;106.3;122.5;42.2;93.8;35.6;72.0
89.8;112.0;37.3;82.7;52.8;44.0;106.5;122.9;42.1;94.1;35.7;73.0
89.8;109.2;37.4;82.7;51.9;44.1;105.0;123.1;42.5;92.5;36.0;73.0
89.8;109.7;37.3;82.7;52.4;44.2;104.8;123.1;42.5;93.2;36.1;72.0
89.8;112.3;37.4;82.7;52.9;44.2;106.4;122.8;42.4;94.3;35.8;72.0
89.8;112.9;37.3;82.7;53.0;44.2;106.8;123.0;42.4;94.4;35.8;69.0
89.9;114.6;37.1;82.6;52.8;44.0;107.8;123.2;42.4;94.9;35.6;69.0
89.9;113.4;37.3;82.6;52.5;44.1;107.3;123.7;42.4;94.8;36.0;69.0
89.9;113.8;37.3;82.6;52.6;44.0;107.4;123.5;42.4;94.6;35.9;68.0
89.9;114.6;37.3;82.6;52.8;44.0;107.6;123.3;42.2;95.3;35.7;68.0
89.9;114.5;37.3;82.6;52.9;44.0;107.9;123.4;42.1;95.2;35.6;65.0
90.0;111.6;37.5;82.4;52.2;44.2;106.2;123.6;42.4;93.8;36.2;70.0
90.0;110.6;37.5;82.4;52.3;44.2;105.5;123.8;42.6;93.4;36.1;66.0
90.0;112.0;37.3;82.4;52.2;44.2;106.3;123.3;42.5;94.2;35.9;65.0
90.0;112.4;37.3;82.4;52.2;44.0;106.7;123.4;42.3;94.2;35.9;65.0
90.0;113.5;37.1;82.4;52.2;44.3;107.2;123.3;42.8;93.9;35.8;66.0
90.1;110.8;37.5;82.3;51.8;44.2;105.7;123.9;42.5;93.8;36.4;70.0
90.1;110.8;37.5;82.3;51.6;44.2;106.0;123.8;42.6;93.5;36.7;68.0
90.1;111.6;37.5;82.3;51.8;44.2;106.1;123.9;42.6;94.3;36.4;66.0
90.1;113.0;37.5;82.3;52.4;44.1;106.8;123.6;42.3;95.0;36.1;68.0
90.1;114.1;37.2;82.3;52.4;43.8;107.4;123.3;42.2;93.6;35.8;69.0
90.2;112.6;37.5;82.5;52.3;44.0;106.3;123.8;42.3;94.5;36.0;67.0
90.2;111.6;37.4;82.5;51.7;43.9;106.1;123.7;42.3;93.4;36.2;68.0
90.2;112.9;37.5;82.5;52.2;44.2;106.4;123.9;42.6;94.5;36.2;65.0
90.2;112.9;37.5;82.5;52.2;44.2;106.7;123.8;42.4;94.6;36.2;66.0
90.2;114.3;37.4;82.5;52.6;43.8;107.5;123.3;42.3;94.7;35.8;67.0
90.0;113.1;37.4;82.4;52.2;44.1;106.6;123.5;42.4;94.6;36.2;70.0
90.0;113.4;37.3;82.4;52.3;44.0;107.1;123.3;42.2;94.7;35.8;69.0
90.0;112.3;37.5;82.4;52.2;44.2;106.4;123.5;42.5;94.5;36.3;67.0
90.0;113.2;37.4;82.4;52.7;44.0;106.8;123.2;42.3;94.6;35.9;66.0
90.0;111.3;37.4;82.4;51.9;44.0;106.1;123.4;42.4;93.2;36.3;67.0
89.1;111.1;37.2;82.2;51.9;44.0;105.7;123.5;42.4;93.4;36.2;63.0
89.1;110.8;37.3;82.2;51.7;44.2;105.6;123.6;42.6;93.7;36.3;59.0
89.1;113.0;37.6;82.2;52.6;44.2;106.7;123.4;42.4;95.1;36.1;57.0
89.1;113.1;37.4;82.2;52.5;44.0;107.1;123.2;42.3;94.5;35.9;58.0
89.1;111.1;37.3;82.2;51.7;43.9;106.0;123.6;42.3;93.6;36.1;58.0
88.8;111.5;37.4;81.9;52.0;44.1;106.0;123.9;42.3;93.6;36.3;56.0
88.8;111.8;37.6;81.9;52.4;44.1;106.1;123.7;42.5;93.9;36.6;53.0
88.8;110.9;37.5;81.9;52.0;44.2;105.7;123.6;42.5;93.6;36.5;52.0
88.8;111.8;37.4;81.9;52.2;44.1;106.2;123.4;42.6;93.3;36.3;52.0
88.8;109.7;37.5;81.9;51.4;44.1;105.0;123.8;42.5;92.9;36.7;52.0
89.1;110.6;37.5;81.9;51.7;44.1;105.4;123.6;42.5;93.2;36.5;52.0
89.1;110.0;37.5;81.9;51.5;44.2;105.2;123.8;42.6;93.1;36.5;49.0
89.1;111.9;37.5;81.9;52.3;43.9;106.0;123.6;42.3;94.0;36.3;41.0
89.1;109.7;37.4;81.9;51.5;43.9;105.2;123.7;42.3;92.4;36.5;44.0
89.1;109.1;36.9;81.9;51.2;43.9;104.8;124.1;42.4;92.3;36.1;40.0
89.1;108.8;37.5;81.6;51.2;44.0;104.8;124.4;42.5;92.3;36.8;44.0
89.1;108.9;37.6;81.6;51.4;44.2;104.7;124.2;42.7;92.5;36.8;42.0
89.1;108.8;37.5;81.6;51.3;44.0;104.5;123.9;42.4;92.4;36.6;42.0
89.1;101.8;40.0;81.6;50.3;46.9;103.6;124.4;44.8;86.8;36.6;39.0
89.1;92.5;41.4;81.6;50.4;49.9;106.6;126.5;49.3;84.8;37.1;39.0
89.0;97.8;42.1;81.9;51.8;48.2;107.5;128.5;44.6;84.9;35.5;37.0
89.0;100.0;41.8;81.9;52.1;47.6;104.6;128.0;44.4;88.2;36.6;36.0
89.0;98.8;44.7;81.9;51.1;47.3;105.1;127.3;45.2;86.2;36.2;35.0
87.7;98.7;40.4;81.9;51.4;47.5;106.0;127.9;45.2;87.2;36.0;35.0
87.7;92.9;43.9;81.9;51.8;47.8;106.5;128.2;45.7;87.2;36.7;34.0
87.2;98.9;42.4;81.6;51.8;48.8;106.7;128.3;45.8;87.2;37.6;33.0
87.2;94.0;41.8;81.6;51.7;47.3;105.6;128.3;45.0;88.2;36.3;33.0
87.2;100.6;41.2;81.6;51.5;47.8;105.0;127.7;46.8;87.8;36.5;33.0
87.2;92.4;43.8;81.6;51.4;47.5;105.2;126.9;48.7;87.2;38.2;33.0
86.1;93.2;42.3;81.6;51.4;48.6;107.0;127.7;48.2;83.6;37.3;33.0
85.8;94.5;41.2;80.8;51.3;48.3;107.4;128.2;46.5;83.5;35.4;33.0
85.8;96.3;43.5;80.8;51.2;48.7;107.3;128.7;45.6;84.0;35.5;32.0
85.8;96.7;42.7;80.8;51.5;48.6;109.7;133.7;46.5;86.6;35.2;33.0
85.8;97.5;43.1;80.8;51.4;47.9;107.2;132.5;46.9;86.7;38.0;34.0
84.6;95.9;44.1;80.8;51.3;48.8;107.3;131.2;48.0;86.1;38.6;34.0
84.9;98.9;39.2;80.4;51.2;48.1;107.8;130.7;45.5;84.5;37.1;30.0
84.9;91.1;39.5;80.4;51.4;49.2;109.8;131.6;49.3;83.7;38.7;32.0
84.9;98.4;39.8;80.4;51.4;49.0;106.6;131.5;48.8;82.9;36.1;37.0
84.9;94.5;38.7;80.4;50.8;48.4;108.1;130.4;51.0;84.3;38.3;42.0
83.9;93.0;40.4;80.4;51.1;48.4;109.3;132.1;45.6;82.9;34.4;43.0
84.4;92.8;39.8;80.0;51.1;48.9;105.6;131.0;45.3;83.2;35.8;46.0
84.4;87.7;45.3;80.0;50.7;46.6;105.4;130.1;44.2;82.6;37.9;47.0
84.4;91.0;42.1;80.0;50.6;48.6;106.7;130.1;46.6;82.7;37.9;49.0
84.4;91.4;39.9;80.0;51.1;48.4;105.5;129.9;47.1;83.2;37.8;48.0
83.4;93.3;39.6;80.0;50.8;48.7;106.1;129.6;48.2;83.3;38.6;49.0
84.2;90.8;39.1;79.7;50.6;47.7;108.4;129.8;44.4;82.1;34.3;50.0
83.2;90.5;40.4;79.7;50.7;48.4;107.8;131.2;46.6;84.1;33.8;52.0
83.2;93.1;40.1;79.7;50.9;48.8;106.1;130.6;45.7;83.5;38.5;53.0
83.2;91.7;38.8;79.7;50.8;48.2;107.7;130.5;48.2;82.1;36.3;51.0
83.2;88.6;43.5;79.7;51.1;49.0;107.9;131.6;49.1;81.3;36.6;52.0
84.1;89.1;42.7;79.4;50.9;47.5;106.6;131.0;48.1;81.3;37.8;51.0
84.2;90.2;42.8;79.4;50.4;48.3;106.8;130.0;44.6;83.3;37.0;50.0
84.2;91.7;39.5;79.4;50.8;49.4;108.8;131.0;46.8;80.8;38.2;53.0
84.3;87.3;44.9;79.4;51.2;47.1;108.2;132.2;44.5;85.1;39.0;31.0
84.2;89.9;43.2;79.4;51.2;47.3;105.6;131.2;48.8;85.0;36.2;34.0
84.3;90.9;40.4;79.3;50.7;49.8;107.5;130.1;44.4;80.1;35.5;38.0
84.3;87.7;45.1;79.3;51.0;49.3;108.8;131.1;45.9;83.0;40.5;43.0
82.1;94.8;39.8;79.3;51.2;49.0;107.5;131.6;45.0;84.3;39.1;44.0
82.1;90.9;44.6;79.3;50.8;47.7;106.8;131.0;46.0;84.0;35.6;46.0
82.1;91.1;45.2;79.3;51.2;48.5;106.0;129.7;47.2;85.8;39.1;47.0
81.4;100.1;41.2;78.8;51.9;47.3;103.6;128.4;44.5;88.5;36.7;51.0
81.4;103.8;38.4;78.8;51.1;44.6;102.9;126.5;43.0;90.0;37.9;53.0
81.4;103.8;37.8;78.8;49.9;43.4;102.5;124.6;41.8;89.3;37.8;55.0
81.4;101.5;38.0;78.8;49.4;44.1;101.7;124.6;42.7;88.3;38.0;56.0
81.4;98.6;37.7;78.8;48.1;43.8;101.3;124.7;44.1;84.9;36.1;58.0
80.7;92.0;41.1;78.5;48.0;46.4;104.0;125.9;46.7;82.9;36.6;60.0
80.7;90.2;40.6;78.5;48.1;46.5;105.2;127.9;46.9;82.0;36.5;61.0
80.7;97.2;38.5;78.5;50.0;45.8;103.4;128.8;44.0;92.7;36.4;62.0
80.7;115.0;37.4;78.5;53.7;44.0;107.8;125.2;42.2;95.9;35.4;62.0
80.7;112.7;37.3;78.5;52.6;44.2;106.9;123.9;42.5;93.9;35.8;63.0
80.6;109.5;37.5;78.5;51.6;44.0;105.0;123.6;42.5;92.6;36.5;63.0
